DateTime,Value
2020-04-05,20186
2020-04-06,20169
2020-04-07,20185
2020-04-08,20120
2020-04-09,20083
2020-04-10,20096
2020-04-11,20045
2020-04-12,20056
2020-04-13,20109
2020-04-14,20087
2020-04-15,20088
2020-04-16,20065
2020-04-17,20121
2020-04-18,20066
2020-04-19,20072
2020-04-20,20080
2020-04-21,20142
2020-04-22,20095
2020-04-23,20158
2020-04-24,20129
2020-04-25,20164
2020-04-26,20147
2020-04-27,20144
2020-04-28,20159
2020-04-29,20198
2020-04-30,20149
2020-05-01,20158
2020-05-02,20154
2020-05-03,20173
2020-05-04,20174
2020-05-05,20177
2020-05-06,20136
2020-05-07,20148
2020-05-08,20154
2020-05-09,20190
2020-05-10,20226
2020-05-11,20208
2020-05-12,20246
2020-05-13,20233
2020-05-14,20240
2020-05-15,20285
2020-05-16,20276
2020-05-17,20311
2020-05-18,20273
2020-05-19,20286
2020-05-20,20258
2020-05-21,20295
2020-05-22,20302
2020-05-23,20284
2020-05-24,20291
2020-05-25,20333
2020-05-26,20342
2020-05-27,20327
2020-05-28,20324
2020-05-29,20351
2020-05-30,20378
2020-05-31,20400
2020-06-01,20351
2020-06-02,20311
2020-06-03,20335
2020-06-04,20363
2020-06-05,20349
2020-06-06,20361
2020-06-07,20374
2020-06-08,20350
2020-06-09,20409
2020-06-10,20337
2020-06-11,20409
2020-06-12,20380
2020-06-13,20383
2020-06-14,20283
2020-06-15,20312
2020-06-16,20346
2020-06-17,20375
2020-06-18,20344
2020-06-19,20384
2020-06-20,20467
2020-06-21,20532
2020-06-22,20487
2020-06-23,20470
2020-06-24,20541
2020-06-25,20565
2020-06-26,20478
2020-06-27,20441
2020-06-28,20423
2020-06-29,20600
2020-06-30,20701
2020-07-01,20656
2020-07-02,20713
2020-07-03,20733
2020-07-04,20784
2020-07-05,20789
2020-07-06,20872
2020-07-07,20881
2020-07-08,20999
2020-07-09,21051
2020-07-10,21029
2020-07-11,21037
2020-07-12,21079
2020-07-13,21115
2020-07-14,21106
2020-07-15,21117
2020-07-16,21117
2020-07-17,21167
2020-07-18,21173
2020-07-19,21248
2020-07-20,21273
2020-07-21,21292
2020-07-22,21291
2020-07-23,21389
2020-07-24,21404
2020-07-25,21394
2020-07-26,21441
2020-07-27,21459
2020-07-28,21414
2020-07-29,21529
2020-07-30,21545
2020-07-31,21513
2020-08-01,21552
2020-08-02,21604
2020-08-03,21624
2020-08-04,21601
2020-08-05,21639
2020-08-06,21600
2020-08-07,21594
2020-08-08,21619
2020-08-09,21578
2020-08-10,21639
2020-08-11,21669
2020-08-12,21712
2020-08-13,21731
2020-08-14,21777
2020-08-15,21746
2020-08-16,21800
2020-08-17,21840
2020-08-18,21887
2020-08-19,21934
2020-08-20,21933
2020-08-21,22008
2020-08-22,21994
2020-08-23,21957
2020-08-24,21989
2020-08-25,22028
2020-08-26,22151
2020-08-27,22144
2020-08-28,22120
2020-08-29,22163
2020-08-30,22272
2020-08-31,22294
2020-09-01,22330
2020-09-02,22364
2020-09-03,22463
2020-09-04,22476
2020-09-05,22606
2020-09-06,22682
2020-09-07,22740
2020-09-08,22769
2020-09-09,22786
2020-09-10,22767
2020-09-11,22761
2020-09-12,22849
2020-09-13,22840
2020-09-14,22840
2020-09-15,22803
2020-09-16,22799
2020-09-17,22777
2020-09-18,22795
2020-09-19,22802
2020-09-20,22844
2020-09-21,22861
2020-09-22,22835
2020-09-23,22895
2020-09-24,22959
2020-09-25,22882
2020-09-26,22885
2020-09-27,22919
2020-09-28,22890
2020-09-29,22895
2020-09-30,22938
2020-10-01,22950
2020-10-02,22951
2020-10-03,23204
2020-10-04,23228
2020-10-05,23173
2020-10-06,23155
2020-10-07,23218
2020-10-08,23205
2020-10-09,23216
2020-10-10,23257
2020-10-11,23248
2020-10-12,23270
2020-10-13,23273
2020-10-14,23192
2020-10-15,23336
2020-10-16,23409
2020-10-17,23492
2020-10-18,23426
2020-10-19,23557
2020-10-20,23518
2020-10-21,23577
2020-10-22,23611
2020-10-23,23592
